No,Penggunaan Lahan,Kerapatan Sungai,Jenis Tanah,Jarak dari Sungai,Curah Hujan,Kemiringa Lereng,Kelas Banjir,Kapanewon/Kemantren
3046,Padang Rumput,"1,44 - 2,27 km/km2",Vertisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Nglipar
3047,Padang Rumput,"1,44 - 2,27 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gedangsari
3048,Padang Rumput,"1,44 - 2,27 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gedangsari
3049,Padang Rumput,"1,44 - 2,27 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gedangsari
3050,Padang Rumput,"1,44 - 2,27 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Karangmojo
3051,Padang Rumput,"1,44 - 2,27 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Nglipar
3052,Padang Rumput,"1,44 - 2,27 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gedangsari
3053,Padang Rumput,"1,44 - 2,27 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gedangsari
3054,Padang Rumput,"1,44 - 2,27 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gedangsari
3055,Padang Rumput,"1,44 - 2,27 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Karangmojo
3056,Padang Rumput,"1,44 - 2,27 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Nglipar
3057,Padang Rumput,"1,44 - 2,27 km/km2",Vertisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gedangsari
3058,Padang Rumput,"1,44 - 2,27 km/km2",Vertisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gedangsari
3059,Padang Rumput,"1,44 - 2,27 km/km2",Vertisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gedangsari
3060,Padang Rumput,"1,44 - 2,27 km/km2",Vertisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Nglipar
3061,Padang Rumput,"2,27 - 3,10 km/km2",Luvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gedangsari
3062,Padang Rumput,"2,27 - 3,10 km/km2",Luvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gedangsari
3063,Padang Rumput,"2,27 - 3,10 km/km2",Luvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Gedangsari
3064,Padang Rumput,"2,27 - 3,10 km/km2",Luvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gedangsari
3065,Padang Rumput,"2,27 - 3,10 km/km2",Luvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gedangsari
3066,Padang Rumput,"2,27 - 3,10 km/km2",Luvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Gedangsari
3067,Padang Rumput,"2,27 - 3,10 km/km2",Luvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Gedangsari
3068,Padang Rumput,"2,27 - 3,10 km/km2",Luvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gedangsari
3069,Padang Rumput,"2,27 - 3,10 km/km2",Luvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gedangsari
3070,Padang Rumput,"2,27 - 3,10 km/km2",Luvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Gedangsari
3071,Padang Rumput,"2,27 - 3,10 km/km2",Luvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Gedangsari
3072,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Pengasih
3073,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Pengasih
3074,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Rendah,Pengasih
3075,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Rendah,Pengasih
3076,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Rendah,Sentolo
3077,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Dlingo
3078,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Dlingo
3079,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Dlingo
3080,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Imogiri
3081,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Imogiri
3082,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Nanggulan
3083,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Kalibawang
3084,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Kalibawang
3085,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kalibawang
3086,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kalibawang
3087,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Dlingo
3088,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Dlingo
3089,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Dlingo
3090,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Dlingo
3091,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Dlingo
3092,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Kalibawang
3093,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Kalibawang
3094,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kalibawang
3095,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kalibawang
3096,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kalibawang
3097,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Dlingo
3098,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Dlingo
3099,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Dlingo
3100,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Dlingo
3101,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Dlingo
3102,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Kalibawang
3103,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Kalibawang
3104,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kalibawang
3105,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kalibawang
3106,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kalibawang
3107,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Dlingo
3108,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Dlingo
3109,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Dlingo
3110,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Dlingo
3111,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Dlingo
3112,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Pengasih
3113,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Pengasih
3114,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Pengasih
3115,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Sentolo
3116,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Dlingo
3117,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Dlingo
3118,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Dlingo
3119,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Dlingo
3120,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Gedangsari
3121,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Banguntapan
3122,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Banguntapan
3123,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Banguntapan
3124,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Imogiri
3125,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Imogiri
3126,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Cangkringan
3127,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Cangkringan
3128,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Cangkringan
3129,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Cangkringan
3130,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Tinggi,Cangkringan
3131,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Banguntapan
3132,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Banguntapan
3133,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Depok
3134,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Dlingo
3135,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Dlingo
3136,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Cangkringan
3137,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Cangkringan
3138,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Cangkringan
3139,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Cangkringan
3140,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Cangkringan
3141,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Banguntapan
3142,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Banguntapan
3143,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Depok
3144,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Dlingo
3145,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Dlingo
3146,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Cangkringan
3147,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Turi
3148,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Pakem
3149,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Cangkringan
3150,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Cangkringan
3151,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Banguntapan
3152,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Banguntapan
3153,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Depok
3154,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Dlingo
3155,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Dlingo
3156,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Tempel
3157,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Turi
3158,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Banguntapan
3159,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Depok
3160,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Banguntapan
3161,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Dlingo
3162,Padang Rumput,"2,27 - 3,10 km/km2",Gleisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Dlingo
3163,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Temon
3164,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kokap
3165,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kokap
3166,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Bambanglipuro
3167,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Bambanglipuro
3168,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Bambanglipuro
3169,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Kretek
3170,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Kretek
3171,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Temon
3172,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Kokap
3173,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Kokap
3174,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Kokap
3175,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Tinggi,Kokap
3176,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Pandak
3177,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Pandak
3178,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Pandak
3179,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Pundong
3180,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Pundong
3181,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Kokap
3182,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Kokap
3183,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kokap
3184,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kokap
3185,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kokap
3186,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kretek
3187,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Lendah
3188,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Pandak
3189,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Pundong
3190,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Pundong
3191,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Kokap
3192,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Kokap
3193,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kokap
3194,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kokap
3195,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kokap
3196,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Lendah
3197,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Lendah
3198,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Pundong
3199,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Pundong
3200,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Pundong
3201,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Kokap
3202,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Kokap
3203,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kokap
